,      . بہت وسیع موضوع ہے اور میں محنت سے بھاگنے والا۔
یعنی الفاظ کے باہمی رشتے اور معنیاتی سلسلے محاورات کو اور عام زبان کے ساتھ ان کے رشتوں کو سمجھنے میں یہ صورت حال بہت مدد دیتی ہے۔
’’میں تحریر و تصنیف کے جملہ آداب سے واقف ہوں، میرے قلم سے بے ادبی شاذ و نادر ہی ہو سکتی ہے، میں فحش نگار نہیں افسانہ نگار ہوں۔
17 کیا وہ خالق جو (اتنا کچھ) پیدا فرمائے اس کے مثل ہو سکتا ہے جو (کچھ بھی) پیدا نہ کر سکے، کیا تم لوگ نصیحت قبول نہیں کرتے 18۔
اور اس کے دونوں گالوں پر وہ گرم اور نم آلود بوسے اور دن میں کتنی کتنی مرتبہ اس کے منہ سے شراب کی تیز بدبو تو ضرور آتی تھی۔
اوروہی (اللہ) ہے جس نے رات اور دن کو پیدا کیا اور سورج اور چاند کو (بھی)، تمام (آسمانی کرّے) اپنے اپنے مدار کے اندر تیزی سے تیرتے چلے جاتے ہیں۔
جذبوں سے بھری ہوئی رنگ پچکاری جیسی، دہشت سے نکلی ہوئی چیخ جیسی اور حیرت کے اس لمحے کی طرح جو عین صلیب پر اترے اور زندگی کا جوہر کشید کرے۔
سورۃ الْإسْراء / بنی إسْرآئیل سورت : مکی ترتیب تلاوت : 17 ترتیب نزولی : 50 رکوع : 12 آیات : 111 پارہ نمبر : 15 بسم اللہ الرحمن الرّحیم 1۔
شکیل الرحمن نے پریم چند کی کہانیوں کی روشنی میں بچوں کی نفسیات، حالات کا نفسیاتی رد عمل، اس کے اثرات اور حسی تصورات کے حوالے سے اچھی بحث کی ہے۔
قرآنی اصطلاح "رتق" کی سائنسی تفسیر ہمیں اس بات سے آگاہ کرتی ہے کہ بے پناہ توانائی نے کائنات کو اس وقت ’ابتدائی کمیتی اکائی‘ کی صورت میں باندھ رکھا تھا۔
قیلولہ دوپہر کے سونے کو کہتے ہیں، حاصل یہ ہے کہ وہ آگ شب و روز ان کے ساتھ رہے گی اور کسی بھی وقت ان سے جدا نہیں ہو گی۔
مصوّر : یہ نظم پانچ بندوں پر مشتمل ہے اور ہر بند آٹھ مصرعوں سے تشکیل دیا گیا ہے، مگر ان مصرعوں کی ترتیب سے بند کی ہیئت بدل گئی ہے۔
پر فتاوی اور شرعی فیصلہ جات کے ’فتاوی قاضی خان‘، ’فتاوی بزازیہ‘، ’فتاوی ابن تیمیہ‘، ’فتاوی امام نووی‘، ’فتاوی امام سبکی‘ اور ’فتاوی الہندیہ‘ جیسے مجموعات مرتب ہوئے۔
یوں نہ دیکھیں مجھے ترحّم سے اور کوئی عذاب دے دیجئے . طارقؔ تو یہی کہہ کے مشیت کا بھرم رکھ اچھا چلو قسمت میں مری غم ہیں تو ہوں گے۔
یہ واعظ خوش کلام، اللہ اللہ شرمندۂ ذوق عام، اللہ اللہ افسانہ تراش اور حق گو، توبہ! دیں اس کو بھی جام، اللہ اللہ لاریب کہ رہنمائے دوراں تو ہے۔
! (بخاری ) تشریح میرک رضی اللہ عنہ کہتے ہیں کہ ابن ماجہ اور احمد نے اپنی روایت میں "" رنگین"" کے ساتھ مہندی اور وسمہ کے الفاظ بھی نقل کئے ہیں۔
! آمد و خرچ کا حساب ان کا محبوب مشغلہ بھی ہے اور ہائی اسکول میں ریاضی میں امتیاز کے ساتھ کامیابی یعنی کا وہ پورا فائدہ ابھی تک اٹھاتے ہیں۔
! اب رہا کائنات کی جانب سے انسان کے مامون و مصؤن رہنے کی صورت تو وہ صرف انسان اور کائنات کی حرکت میں باہمی مطابقت اور یک جہتی پر موقوف ہے۔
! اور اگر کسی نے اپنے باپ یا اپنے دادا کو اور یا اپنی ماں کو ذبح کرنے کی نذر مانی تو تمام علماء کے نزدیک اس کی نذر لغو ہو گی۔
! اگر اللہ تعالی کی راہ میں جہاد، حج اور اپنی والدہ کے ساتھ نیکی کرنے کا مسئلہ نہ ہوتا تو میں غلام ہونے کی حالت میں فوت ہونے کو پسند کرتا۔
! تو جا اور جنت میں داخل ہو، وہاں تیرے لئے دنیا ( کی مسافت ) کے بقدر اور اس سے دس گنی مزید جگہ تیرے لئے ( مخصوص کر دی گی۔
! رشتۂ در گردنم افگندہ دوست مہ برد ہر جا کہ خاطرخواہ اوست چلو! اتنی دیر میں‌اورسب حوریں بھی آ گئیں اور زمرد حسین کو ساتھ لیے قصر دری کے باہر نکلی۔
! ساتوں سمندر اسی وجود میں ہیں، اور تمام ستارے اسی جگہ چمک دمک رہے ہیں، ان ستاروں کی کوئی تعداد بتا نہیں سکتا، لاتعداد انگنت ستاروں کی روشنی پھیلی ہوئی ہے۔
! شبانہ کو لگتا ہے کہ اس سے گلے ملنے والا یہ بوڑھا شاید سٹیا گیا ہے، وہ حیرت سے لوگوں کو دیکھتے ہوئے مسکرا کر کہتی ہے: شکریہ دادا جی شکریہ۔
! نہ جانے کیوں جولیا سچ مچ اس کے لئے مغموم ہو گئی تھی! ﴿﴾ ﴿﴾ ﴿﴾ جوزف بس چلتا ہی رہا! اسے احساس نہیں تھا کہ وہ کتنا چل چکا ہے۔
! وہ شخص ( انتہائی تحیر واستعجاب کے عالم میں ) کہے گا کہ ( پروردگار !) کیا آپ مجھ سے مذاق کررہے ہیں یا یہ کہے گا کہ آپ مجھ سے۔
! ٭٭٭ زندگی کا تسلسل (پانچوں بچے) میں نے اپنی دیانت کی سب دولتیں اپنی اولاد کو دیں فقط اور باقی عزیزوں کو صرف اور صرف اپنے حصے کا گھر لکھ دیا۔
! پھر جولیا نے دیکھا کہ وہ کار میں بیٹھ کر اسے اسٹارٹ کرنے کی کوشش کر رہا ہے! تھوڑی ہی دیر بعد وہ انجن کھولے اس پر جھکا ہوا نظر آیا۔
!! اعتبار کیا ! میں بچے کے آنسوؤں کی طرح ہو گئی اور ابھی تک آنکھوں کی طرح ہوں اور ابھی تک مسلمان ہوں! زندگی کی چھاؤں میں کوئی سورج نہیں ہے۔
!! پروفیسر بشیر احمد سوز قلم قبیلے کے سارے لوگو قلم اٹھؤ کہ ایک لمحہ زمیں کے سینے کو چاک کرنے وجود ہستی کو خاک کرنے فلک سے نیچے اتر گیا ہے۔
!مقصد یہ تھا کہ ان باتوں کی بشارت تمام صحابہ سن لیں اور اس ضمن میں ان دونوں شکایت کنندہ کو جواب بھی حاصل ہو جائے جس سے ان کو تسلی ہو۔
"        ." پھر رافی اسٹیئرنگ پر ایک بازو رکھ کر رابرٹ ٹائیلر کے انداز سے کہتا تھا۔
اس طویل تمہید کا مقصد یہ ہے کہ اٹھارویں صدی کی چھٹی دھائی کے حالات کا ایک مختصر جائزہ لیا جائے تاکہ سودا کے قصیدہ تضحیک روزگار کا مطالعہ کیا جا سکے۔
اس ظلم کی ایک ممکنہ وجہ یہ بھی تھی کہ لونڈیوں کے آقا ان کے ہاں بچے کی پیدائش کو روک کر ان کی آزادی کی راہ میں رکاوٹ بننا چاہتے تھے۔
اس عبارت سے پتہ چلتا ہے کہ محمود غزنویؒ کے ایک امیر شہزادہ الحاجب ابومنصور کے حکم سے یہ مسجد نوشتگین نے تعمیر کی تھی اور تعمیر کی تاریخ 440 ھ ہے۔
اس علاقہ کو اس کے صاف و شفاف پانی سے بھرپور ندی نالوں ہی کی وجہ سے سواستو یا سویتا پکارا گیا ہوگا جو بعد میں سواد اور پھر سوات بن گیا۔
اس علاقے سے حاصل کی جانے والی مٹی کا تجزیہ ملک اور دنیا بھر سے آئے ہوئے بہترین ڈاکٹروں نے کیا تھا اور اب ڈاکٹر رفیع اس کی تفصیل بتا رہے تھے۔
اس علاقے کو انصار نگر کمیٹی نے ۲۸ فروری ۱۹۵۲ء کو دو لاکھ پچاس ہزار روپے میں ناگپور ڈسٹرکٹ کاٹن جن اینڈ پریس سینڈیکیٹ کے مالک دادا بھائی سے اس وقت خریدا۔
اس علویہ و ہاشمیہ دوشیزہ کے والد عبید اللہ اپنے پدر بزرگوار عباس بن علی کے ساتھ حسینی قافلے میں موجود ہونے سے سفر عراق اور واقعات کربلا کے عینی شاہد تھے۔
اس عورت سے میری بیوی کبھی بات نہیں کرتی کیونکہ ایک تو اس کے کوئی بچہ وچہ نہیں ہے اور ایسی عورت جس کے کوئی بچہ نہ ہو بڑی نحس ہوتی ہے۔
اس غرض سے کہ حاصل کر لو تم دنیاوی زندگی کا فائدہ اور جو کوئی انہیں مجبور کرے گا تو بے شک اللہ اس بنا پر کہ وہ مجبور کی گئی ہیں۔
اس غم سوں جگ روتے آہیں جوگی جنگم ہوتے آہیں دکھ سوں جنم کھوتے آہیں اے شہ ترسے دیتا گ سوں دکنی مرثیوں میں صنعت حسن تعلیل حسینی کے یہاں ملاحظہ ہو۔
اس فتنہ میں کوشش کرنے والے سے ابو بکرہ رضی اللہ تعالی عنہ نے فرمایا کہ یا رسول اللہ صلی اللہ علیہ و آلہ و سلم آپ مجھے کیا حکم دیتے ہیں؟
اس فرش کو ملاحظہ فرما کر اب جو دیواروں کی طرف نظر کرے گا تو وہ سرخ و سبز اور زرد و سفید اور قسم قسم کے موتیوں کی بنی ہوئی ہوں۔
اس فرق کے ساتھ کہ قاضی صاحب کا علمی تبحّر غالبؔ کی ہمہ دانی کی پول کھولتا ہے تو بجنوری کا تبحّر علمی غالبؔ کا بھرم قائم رکھنے کی کوشش کرتا ہے۔
اس قدر تم کو اجر ملے گا) ٭٭ سوید بن نصر، عبد اللہ، لیث بن سعد، عمیرۃ، بکر بن سوادۃ، عطاء بن یسار سے مذکورہ روایت (مرسلا) جیسی روایت اوپر گزری ہے۔
اس قرآن بڑی شان والے کی بلکہ انکو تعجب ہوا کہ آیا ان کے پاس ڈر سنانے والا انہی میں سے ہو گا تو کہنے لگے منکر یہ تعجب کی چیز ہے۔
اس قسم کا سگھڑ پن یا خوش سلیقگی فیض کا بھی شیوہ ہے، لیکن وہ اپنی نظم اور غزل دونوں میں کہیں کہیں کچھ آزاد یوں کے لیے راہ نکال لیتے ہیں۔
اس قسم کی احادیث حدود، کفارے، رمضان و شوال کے چاند، طلاق، غلاموں کو آزاد کرنے، حج، زکوۃ، وراثت، تجارت، طہارت، نماز اور حرام کاموں سے متعلق احکام پر مشتمل ہوتی ہیں۔
اس قسم کے دعوے جو لوگ کرتے ہیں اور جو ان پر ایمان لاتے ہیں، میرے نزدیک دونوں ہی اپنے علم کی کمی اور اپنے ذہن کی پستی کا ثبوت دیتے ہیں۔
اس قطعے میں آخر کے دو شعر اسی سبب سے زیادہ بلیغ ہیں کہ ان کا اثر گرفتگی خاطر ہے اور وہ گرفتگی جو بعد واشد کے ہو اثر قوی رکھتی ہے۔
اس قومی شاعری کے حوالے سے صبا کی انفرادیت یہ ہے کہ انہوں نے ایک سپاہی کی حیثیت سے عسکری زندگی کے براہ راست تجربے سے گزر کر نظم گوئی کی ہے۔
اس لئے آدمی کو چاہیے کہ عمل کرتے وقت یہ بات پیش نظر رکھے کہ ہزار پردوں میں بھی جو کام کیا جائے اس کا اثر ضرور ظاہر ہو کر رہتا ہے۔
اس لئے آنحضرت ﷺ کے حرکات و سکنات سے واقف ہو نے کے جو مواقع عبد اللہ بن مسعودؓ کو مل سکے عبد اللہ بن عمرؓ کو کیونکر حاصل ہو سکتے تھے؟
اس لئے آپ صلی اللہ علیہ و آلہ و سلم نے ان کی مخالفت کے پیش نظر اس وادی میں اپنی سواری کو تیز تیز چلا کر وہاں سے جلد گزر گئے۔
اس لئے آپ صلی اللہ علیہ و سلم نے اس کو ضائع کر دیا، اور گویا ان تصویروں کو مٹا ڈالا، لیکن یہ قول حدیث کے سیاق کے خلاف معلوم ہوتا ہے۔
اس لئے آپ صلی اللہ علیہ و سلم نے ان کی طرف سے یا ان کی دلجوئی کے لئے حضرت بلال رضی اللہ عنہ پر اس جملہ کے ذریعہ اظہار ناگواری فرمایا۔
اس لئے آپ صلی اللہ علیہ وآلہ وسلم نے یہ فرمایا کہ تسبیحات کو اپنی انگلیوں پر شمار کرو تاکہ وہ کل قیامت کے دن تمہارے اس نیک عمل کی گواہی دیں۔
اس لئے آپ صلی اللہ علیہ وسلم نے پہلے مرد کو آزاد کرنے کا حکم دیا تا کہ اس کی بیوی اپنے شوہر کی طرف سے کسی بیزاری میں مبتلا نہ ہو۔
اس لئے آپ صلی اللہ علیہ وسلم پیالے کے کناروں میں کدو کو تلاش کر کرکے کھاتے تھے، اسی لئے اس دن کے بعد سے میں کدو کو بہت پسند کرتا ہوں۔
اس لئے اس بات کا علم صرف اسی کو ہے کہ کسی قوم کے لئے اس کی خواہشات کے مطابق معجزے ظاہر کر دیتا اس کے حق میں بہتر ہے یا نہیں؟
اس لئے اس حدیث کے بارہ میں یہ کہا جاتا ہے کہ آنحضرت صلی اللہ علیہ وآلہ وسلم نے کسی عذر اور مجبوری کی بناء پر اس طرح طواف کیا ہو گا۔
اس لئے اس روایت کی بناء پر ایسے مسلک کی بنیاد صحیح نہیں ہو سکتی جو قرآن کے حکم کے منافی ہو درآنحالیکہ اس رویت کے بارے میں یہ احتمال بھی ہے۔
اس لئے اس سے آگے بڑھ کر دیکھنے سوچنے اور غور کرنے کے لئے وہ سرے سے کوئی زحمت اٹھانا ہی گوارا نہیں کرتے، کہ یہ سب کچھ پیدا کس نے کیا؟
اس لئے اس نے عرضی نویس سے فروخت کے دو قرار نامے تیار کروائے، ایک تو اس نے اپنی والدہ کے نام سے کروا دیا اور دوسرا اپنی چچی کے نام سے۔
اس لئے اس کو بوسہ دیتے ہیں یا ہاتھ وغیرہ لگا کر یا کسی چیز سے اس کی طرف اشارہ کر کے چومتے ہیں، اور رکن یمانی کو صرف چوما جاتا ہے۔
اس لئے ان کا شمار اہل علم کے ساتھ ساتھ اہل نظر میں بھی ہوتا ہے، اہل نظر ہونے کے ناطے راہیؔ صاحب کے مجموعہ کلام میں کچھ نہیں بہت کچھ ہے۔
اس لئے ان کی مطلوبہ باتیں پوری کر دینا ان کے کفر میں اضافہ کا باعث بنے گا اور اس سے ان پر ہلاکت اور عذاب اترنے کی راہ ہموار ہو گی۔
اس لئے ان کے ساتھ کسی غیر محرم کا ہونا کسی قسم کے شک و شبہ سے بالا تر تھا اور کسی خوف و خطرہ کے پیدا ہونے کا سوال نہیں تھا۔
اس لئے انہیں ذلت و اہانت والے عذاب ہوں گے جن عذابوں کو نہ ان کے مال دفع کر سکیں نہ اس وقت ان کی اولاد انہیں کچھ کام دے سکے گی۔
اس لئے بارگاہ رسالت میں مقام قرب سے محروم رہے بلکہ حضور صلی اللہ علیہ و آلہ و سلم کو تکالیف ایذا پہنچانے کے سبب نہایت شقی اور بد بخت قرار پائے۔
اس لئے باطل پرستوں کے لئے اس روز کوئی حساب قائم ہی نہیں ہو گا، جیسا کہ دوسرے مقام پر ارشاد فرمایا گیا فحبطتْ اعْمالہمْ فلا نقیْم لہمْ یوْم الْقیمۃ وزْنا (الکہف۔
اس لئے جوزف کی گرفت سے آزاد ہونے کے بعد بھی اسی طرح بےحس و حرکت پڑا رہا البتہ اس کی آنکھیں کھلی ہوئی تھیں اور وہ پلکیں بھی چھپکا رہا تھا۔
اس لئے حضرت علی رضی اللہ عنہ آپ صلی اللہ علیہ وسلم کے ساتھ ساتھ آپ صلی اللہ علیہ وسلم کے الفاظ بلند آواز میں دوہرا کر لوگوں کو سمجھاتے جاتے تھے۔
اس لئے دنیائے اسلام کے ناقابل تقسیم ہونے کے نظریے پر زور دیتے ہوئے انہوں نے کہا کہ مسلمان اپنے آپ کو ترکوں، عربوں، ایرانیوں، افغانوں اور ہندوستانیوں میں تقسیم نہ کریں۔
اس لئے روپیہ پیسہ کمانے اور مال و دولت حاصل کرنے کو برا سمجھا جاتا تھا، لیکن جہاں تک اس زمانہ کا تعلق ہے تو اب مال ودولت مسلمانوں کی ڈھال ہے۔
اس لئے زندگی کے لمحات کو غنیمت جانتے ہوئے زیادہ سے زیادہ عمل صلاح کر لئے جائیں تاکہ کل قیامت کو یہ آرزو کرنے کی ضرورت پیش نہ آئے (ابن کثیر) ۱۰۰۔
اس لئے سنت کے ذریعے اس شخص پر اللہ کی حجت تمام ہو جاتی ہے جو یہ جان لے کہ یہ چیز رسول اللہ صلی اللہ علیہ والہ وسلم کی سنت ہے۔
اس لئے علم عروض کی قدر و قیمت سے واقف کرایا گیا کہ آہنگ اور بیان کیلئے بحر کی شناوری ضروری ہے اگر اس سے بے بہرہ ہے تو ڈوب جائے گا۔
اس لئے مسجد ٹپکی چنانچہ میری آنکھوں نے دیکھا کہ اکیسویں شب کی صبح کو آنحضرت صلی اللہ علیہ و آلہ و سلم کی پیشانی پر پانی اور مٹی کا نشان تھا۔
اس لئے مومنوں کے لئے ضروری ہے کہ آپ ان کے جن مالوں کا مطالبہ اللہ کے لئے کریں، وہ آپ پر نچھاور کر دیں چاہے انہیں خود کتنی ہی ضرورت ہو۔
اس لئے مکہ چھوڑنے پر مجبور ہوا، اسلام ایک طرف سے تو تمام دوسرے مذاہب کے خصوصیات کا حامل ہے لیکن دوسری طرف سے زندہ و مادی جنبوں کا بھی حامل ہے۔
اس لئے میری تجویز یہ ہے کہ پہلے داشتہ صحت مند ہو جائے اس کے بعد میں حکیم کے پاس جاؤں اور خواجہ سراؤں کے داروغہ کے منصب کے لئے تیاری کروں۔
اس لئے میں سمجھتاہوں اردودنیاکی طرف سے ان سے امید کی جاسکتی ہے کہ یہ آئندہ بھی اچھے نثرپاروں کے ترجمے پیش کرکے ادب کی مقید خوشبو کوطشت ازبام کرتے رہیں گے۔
اس لئے میں نے جمع کرنے سے منع کر کے یہ چاہا تھا کہ تم لوگ ان ضرورت مندوں کی مدد کرو (اور اب چونکہ ایسی ضرورت و حاجت نہیں رہی ہے۔
اس لئے میں نے سدا بود کو بھی ہست کہا فاقہ مستی بھی مری باعث دشنام ہوئی چال بہکی جو کبھی لوگوں نے بد مست کہا میرا قامت بھی تو شامل ہے۔
اس لئے نبی کریم صلی اللہ علیہ و سلم نے اس کو عدت کے دنوں میں اپنے مکان سے ابن مکتوم کے مکان میں منتقل ہونے کی آسانی عطا فرما دی تھی۔
اس لئے نرائن ولبھ ایک دم سے وانچو پر بگڑنے لگا ’’ وہ تو میں نے پہلے ہی کہا تھا کہ یہ وانچو مجھ کو بڑا خطرناک آدمی معلوم پڑتا ہے۔
اس لئے نماز بھی نہ پڑھا سکیں گے اگر آپ عمر کو حکم دیں اور وہ نماز پڑھائیں (تو یہ اچھا ہو گا) آپ نے فرمایا ابو بکر سے کہو نماز پڑھائیں۔
اس لئے نواب لفٹیننٹ گورنر نے وہ تمغہ صاحب کمشنر قسمت میرٹھ کو دے دیا تاکہ وہ میرٹھ جاتے ہوئے علی گڑھ میں سر سید کو اپنے ہاتھ سے تمغہ پہناتے جائیں۔
اس لئے واپس ہو گئے نبی صلی اللہ علیہ و آلہ و سلم نے ان کو نہ پایا تو ڈھونڈا، جب ابو ہریرہ آئے تو پوچھا کہا بوہریرہ ! تم کہاں تھے؟
اس لئے وہ اس خوف سے اس پر اظہار نہیں کرپا رہے تھے کہ کہیں ان کی بات سن کر یاسمین پھٹ نہ پڑے اور انہیں اسے سنبھالنا مشکل نہ ہو جائے۔
اس لئے وہ) ضرور دوزخ میں جائیں گے، رسول اللہ صلی اللہ علیہ وسلم نے (یہ سن کر ) فرمایا تو اپنی اس بات میں کہ (حاطب ضرور دوزخ میں جائیں گے۔
اس لئے پہلی آیات میں شرک کی خرابی بیان فرما کر اب تحریم حلال سے ممانعت کی جاتی ہے جس کا خلاصہ یہ ہے کہ جو کچھ زمین میں پیدا ہوتا ہے۔
اس لئے کفر لازم آتا ہے، بشرطیکہ اس استمداد اور اسماء کو جپنے میں ان جنات کی اتنی زیادہ تعظیم و توقیر کا اظہار کیا جائے جو عقیدہ توحید کے منافی ہو۔
اس لئے کہ اس میں تہمت لگنے کی گنجائش ہے، حدیث شریف میں بہ سند صحیح آ چکا ہے کہ اللہ تعالی نے ہر حقدار کو اس کا حق پہنچا دیا ہے۔
اس لئے کہ ان حضرات کے نزدیک معتکف کیلئے جانا مکروہ ہے اور ان کے نزدیک معتکف کیلئے جمعہ چھوڑ دینا بھی جائز نہیں اس لئے اسے ایسی جگہ اعتکاف کرنا چاہیے۔
اس لئے کہ اونٹ عربوں میں متعارف تھا اور جسمانی اعتبار سے ایک بڑا جانور تھا اور سوئی کا ناکہ (سوراخ) یہ اپنے باریک تنگ ہونے کے اعتبار سے بے مثال ہے۔
اس لئے کہ جاسوسی ناول نویس کی حیثیت سے وہ ایک قد آور شخصیت کے طور پر ابھر چکے تھے اور سارا وقت اسی فن کی آبیاری میں صرف کر رہے تھے۔
اس لئے کہ جو قومیں دنیا میں ’’ پونر جنم‘‘ کے عقیدہ کو نہیں مانتی ان کے ہاں یہ محاورہ بھی نہیں ہو سکتا مسلمانوں میں یہ ہندوستانی ماحول کی دین ہے۔
اس لئے کہ خود موسی علیہ السلام نے جب دیدار باری تعالی کا سوال کیا تو انہیں منع کر دیا گیا پھر بھلا یہ ستر اشخاص دیدار باری کی تاب کیسے لاتے؟
اس لئے کہ زنجیر دیکھنے کی تعبیر دین پر ثابت قدم رہنا ہے اور نبی صلی اللہ علیہ و آلہ و سلم نے فرمایا مومن کا خواب نبوت کا چھیالیسواں حصہ ہے۔
اس لئے کہ طب جدید کی تحقیق نے یہ ثابت کیا ہے کہ بلندی پر آکسیجن کی کمی کی وجہ سے دم گھٹنے لگتا ہے اور سانس لینے میں دشواری ہوتی ہے۔
اس لئے کہ ہر ایک نے اپنے مال کا دسواں حصہ فی سبیل اللہ دیا ہے، پھر اللہ تعالی سچا وعدہ دیتا ہے کہ وہ تنگی کے بعد آسانی کر دے گا۔
اس لئے گویا ان کے چہرے کی گولائی اور گوشت سے بھرے ہوئے ہونے کو مطرقہ یعنی اس ڈھال کے ساتھ تشبیہ دی جو تہ دار چمڑے کی بنی ہوئی ہوتی ہے۔
اس لئے ہر زمانے میں اکثر لوگ اصل حقیقت سے دور ہو جاتے ہیں اور اسی لئے ائمہ اور مجددین کی ضرورت باقی رہی کہ ان اسرار پر پردہ نہ پڑ جائے۔
اس لئے ہم امیگریشن میں پاسپورٹ وغیرہ کی تنقیح کرانے سے قبل بچے ہوئے پونڈ کے کنیڈین ڈالر خرید لئے اور بعد میں امیگریشن کرا کے اندر کے ہال میں چلے گئے۔
اس لئے ہم معلوم کرنا چاہتے ہیں کہ اگر ہم پاسپورٹ پر اندراج کرائے بغیر اسٹیٹس سے خارج ہو جائیں تو واپس آتے وقت ہم کو کوئی دقت تو نہیں ہو گی۔
اس لئے یہ اس کی اپنی شخصیت کا لازمہ، اور اس کے گلے کا ہار ہے اور اسی کے مطابق کل قیامت کو یوم حساب میں اس سے معاملہ کیا جائے گا۔
اس لئے یہ بچہ اپنی ماں کی طرف منسوب ہوتا رہا پھر منسون طریقہ یوں جاری ہوا کہ یہ اپنی ماں کا وارث ہو گا اور ماں اس کی وارث ہو گی۔
اس لئے یہ شرط فاسد نہیں ہوگی نیز گھوڑا بیچنے والا اگر خریدار پر یہ شرط عائد کرے کہ اس گھوڑے کو فربہ کرنا اگرچہ اس شرط میں مبیع کی منفعت ہے۔
اس لئے یہ غلطی اس غلطی سے بہتر ہوگی جو سزا کے فیصلہ میں سرزد ہو اور جس کے نتیجے میں ایک مسلمان کو اپنی جان اور عزت سے ہاتھ دھونا پڑے۔
اس لئے یہ نجات کا حقدار نہیں نجات کے اس وعدے میں وہی لوگ شامل تھے اور شامل ہیں، جو ایمانی رشتے کے اعتبار سے تمہارے ساتھ وابستہ تھے اور وابستہ ہیں۔
اس لئے یہ کہنا غلط نہ ہو گا کہ اسلام دنیا کا سب سے زیادہ ترقی یافتہ دین ہے، جو نہ صرف قدم قدم سائنسی علوم کے ساتھ چلتا نظر آتا ہے۔
اس لحاظ سے اردو زبان کے تو سط سے ہندوستانی سماج میں رہنے والے مختلف مذاہب اور عقائد سے تعلق رکھنے والے لوگ سماجی سطح پر ایک دوسرے کے قریب آ گئے۔
